contig	pos	locus_ID	depth_a	depth_b	ratio	num_hets	total_depth	depth_per_het	Duplicate	std	z	abs_z
un	976122	46659	425	371	0.53391959799	41	796	19.4146341463	1	14.1067359797	1.91397925352	1.91397925352
un	976843	46679	370	396	0.483028720627	21	766	36.4761904762	1	13.8383525031	-0.939418185589	0.939418185589
un	976932	46680	1959	2101	0.482512315271	107	4060	37.9439252336	1	31.8590646441	-2.22856511304	2.22856511304
un	977471	46707	1100	1118	0.495942290352	68	2218	32.6176470588	1	23.5478236786	-0.382200925352	0.382200925352
un	977593	46714	302	317	0.48788368336	18	619	34.3888888889	1	12.4398553046	-0.602900903294	0.602900903294
un	977613	46715	1360	1413	0.490443562928	67	2773	41.3880597015	1	26.3296410914	-1.00647023285	1.00647023285
un	977702	46716	3334	2556	0.566044142615	120	5890	49.0833333333	2	38.3731677087	10.1372918429	10.1372918429
un	978099	46731	605	486	0.554537121907	29	1091	37.6206896552	1	16.5151445649	3.60275380976	3.60275380976
un	978631	46742	3343	1976	0.628501598045	119	5319	44.6974789916	2	36.4657373434	18.74362209	18.74362209
un	978806	46762	2157	2274	0.486797562627	117	4431	37.8717948718	1	33.2828784813	-1.75766047498	1.75766047498
un	979094	46766	994	1032	0.490621915104	53	2026	38.2264150943	1	22.5055548699	-0.844236016836	0.844236016836
un	979232	46774	477	452	0.51345532831	33	929	28.1515151515	1	15.2397506541	0.820223393656	0.820223393656
un	979522	46799	1652	1669	0.497440529961	80	3321	41.5125	1	28.8140590684	-0.294994883567	0.294994883567
un	979593	46803	1831	1740	0.512741528983	88	3571	40.5795454545	1	29.8789223367	1.52281261979	1.52281261979
un	980025	46813	557	580	0.489885664028	26	1137	43.7307692308	1	16.8597153001	-0.68209929974	0.68209929974
un	980313	46832	938	894	0.512008733624	66	1832	27.7575757576	1	21.400934559	1.02799248974	1.02799248974
un	980544	46839	1248	1204	0.508972267537	83	2452	29.5421686747	1	24.7588368063	0.888571630894	0.888571630894
un	980658	46842	1293	1314	0.495972382048	79	2607	33.0	1	25.5293948224	-0.411290595528	0.411290595528
un	980810	46847	2485	2375	0.511316872428	107	4860	45.4205607477	1	34.8568501159	1.57788210401	1.57788210401
un	981237	46864	547	606	0.474414570685	29	1153	39.7586206897	1	16.9779268463	-1.73755018896	1.73755018896
un	981827	46897	3321	1311	0.716968911917	61	4632	75.9344262295	2	34.0293990543	29.5332867441	29.5332867441
un	981853	46901	838	981	0.46069268829	61	1819	29.8196721311	1	21.3248681121	-3.35289295221	3.35289295221
un	982180	46912	1090	1116	0.494106980961	81	2206	27.2345679012	1	23.4840371316	-0.553567511716	0.553567511716
un	982281	46916	1892	1882	0.501324854266	97	3774	38.9072164948	1	30.7164451068	0.162779253348	0.162779253348
un	982611	46958	71	59	0.546153846154	3	130	43.3333333333	1	5.7008771255	1.05246962317	1.05246962317
un	982958	46968	1429	1408	0.503701092704	75	2837	37.8266666667	1	26.6317479712	0.394266272397	0.394266272397
un	983234	46979	1947	1976	0.496303849095	104	3923	37.7211538462	1	31.3169283296	-0.463008371939	0.463008371939
un	983258	46982	1796	1957	0.478550492939	102	3753	36.7941176471	1	30.630866785	-2.62806797356	2.62806797356
un	983586	47001	289	277	0.510600706714	13	566	43.5384615385	1	11.8953772534	0.504397622051	0.504397622051
un	983816	47005	592	687	0.462861610633	31	1279	41.2580645161	1	17.8815547422	-2.65636857	2.65636857
un	983965	47010	2440	2353	0.509075735448	103	4793	46.5339805825	1	34.6157478613	1.25665347963	1.25665347963
un	984014	47012	559	504	0.525870178739	40	1063	26.575	1	16.3018403869	1.68692609836	1.68692609836
un	984133	47013	628	607	0.508502024291	78	1235	15.8333333333	1	17.5712833908	0.597565912886	0.597565912886
un	984490	47027	1728	1830	0.485666104553	87	3558	40.8965517241	1	29.824486584	-1.71000428981	1.71000428981
un	984732	47029	550	511	0.518378887842	45	1061	23.5777777778	1	16.2864974749	1.1973108417	1.1973108417
un	984753	47034	719	713	0.502094972067	37	1432	38.7027027027	1	18.9208879284	0.158554926775	0.158554926775
un	985002	47040	1065	1105	0.490783410138	60	2170	36.1666666667	1	23.2916293977	-0.858677581482	0.858677581482
un	985084	47043	1269	1201	0.513765182186	68	2470	36.3235294118	1	24.8495472796	1.3682341822	1.3682341822
un	985569	47093	1564	1684	0.481527093596	102	3248	31.8431372549	1	28.4956136976	-2.10558721903	2.10558721903
un	985923	47124	1399	1421	0.49609929078	68	2820	41.4705882353	1	26.5518360947	-0.414283967435	0.414283967435
un	986249	47150	306	356	0.462235649547	23	662	28.7826086957	1	12.8646803303	-1.94330518584	1.94330518584
un	986470	47165	1345	1337	0.50149142431	70	2682	38.3142857143	1	25.8940147524	0.154475852364	0.154475852364
un	986561	47174	455	395	0.535294117647	20	850	42.5	1	14.5773797371	2.05798302171	2.05798302171
un	986805	47187	420	409	0.506634499397	22	829	37.6818181818	1	14.3961800489	0.382045791406	0.382045791406
un	986829	47188	308	250	0.551971326165	15	558	37.2	1	11.811011811	2.45533578867	2.45533578867
un	987888	47247	503	515	0.494106090373	25	1018	40.72	1	15.9530561335	-0.376103484484	0.376103484484
un	988371	47269	1707	1634	0.510924872793	88	3341	37.9659090909	1	28.9006920332	1.26294553632	1.26294553632
un	988722	47285	366	375	0.493927125506	17	741	43.5882352941	1	13.6106575888	-0.330623261267	0.330623261267
un	988912	47292	1001	942	0.515182707154	61	1943	31.8524590164	1	22.0397368405	1.33849148079	1.33849148079
un	989109	47302	673	611	0.524143302181	41	1284	31.3170731707	1	17.9164728672	1.73025127378	1.73025127378
un	989172	47309	249	157	0.613300492611	20	406	20.3	1	10.0747208398	4.56588333627	4.56588333627
un	989278	47311	1423	1283	0.525868440503	70	2706	38.6571428571	1	26.0096136073	2.69131256838	2.69131256838
un	989562	47335	741	669	0.525531914894	37	1410	38.1081081081	1	18.7749833555	1.91744510865	1.91744510865
un	989955	47349	1922	1806	0.515557939914	106	3728	35.1698113208	1	30.5286750449	1.89985316803	1.89985316803
un	990263	47364	1888	1895	0.499074808353	105	3783	36.0285714286	1	30.7530486294	-0.113809854827	0.113809854827
un	990439	47368	1940	1949	0.498842890203	86	3889	45.2209302326	1	31.1809236553	-0.144319008947	0.144319008947
un	990582	47377	1492	1491	0.500167616493	77	2983	38.7402597403	1	27.3084236088	0.0183093688293	0.0183093688293
un	990715	47379	1242	1206	0.507352941176	80	2448	30.6	1	24.7386337537	0.727606875109	0.727606875109
un	990769	47389	1967	1469	0.57246798603	90	3436	38.1777777778	1	29.3087017795	8.49577036449	8.49577036449
un	991316	47403	2564	1641	0.609750297265	83	4205	50.6626506024	2	32.4229856737	14.2337292637	14.2337292637
un	991770	47423	1173	1312	0.472032193159	74	2485	33.5810810811	1	24.9248871612	-2.78837771864	2.78837771864
un	991942	47436	1644	1652	0.498786407767	101	3296	32.6336633663	1	28.7054001888	-0.139346602858	0.139346602858
un	992323	47452	1318	1345	0.494930529478	84	2663	31.7023809524	1	25.8021316949	-0.523212584125	0.523212584125
un	992940	47475	803	769	0.510814249364	40	1572	39.3	1	19.8242276016	0.857536562919	0.857536562919
un	993186	47489	343	312	0.523664122137	17	655	38.5294117647	1	12.7964838921	1.21127023101	1.21127023101
un	993441	47504	7262	6008	0.547249434815	172	13270	77.1511627907	2	57.5977430113	10.8858432157	10.8858432157
un	994352	47571	4779	3106	0.606087507926	117	7885	67.3931623932	2	44.398761244	18.8406157416	18.8406157416
un	995250	47616	5318	5417	0.495388914765	155	10735	69.2580645161	2	51.804922546	-0.955507653853	0.955507653853
un	995310	47621	503	516	0.493621197252	28	1019	36.3928571429	1	15.9608896995	-0.40724546829	0.40724546829
un	995574	47638	1900	1913	0.498295305534	114	3813	33.4473684211	1	30.8747469625	-0.210528041182	0.210528041182
un	995881	47652	1567	1495	0.511757021555	75	3062	40.8266666667	1	27.6676706645	1.30115760147	1.30115760147
un	995983	47653	1008	994	0.503496503497	69	2002	29.0144927536	1	22.3718573212	0.312893109387	0.312893109387
un	996275	47667	3698	3309	0.527757956329	119	7007	58.8823529412	1	41.8539126009	4.64711631275	4.64711631275
un	996436	47683	1369	1648	0.453762015247	87	3017	34.6781609195	1	27.4636122897	-5.07944834526	5.07944834526
un	996671	47692	3086	2576	0.545037089368	105	5662	53.9238095238	2	37.6231311828	6.7777452855	6.7777452855
un	996985	47710	122	147	0.453531598513	7	269	38.4285714286	1	8.20060973343	-1.52427690212	1.52427690212
un	997281	47733	734	751	0.494276094276	46	1485	32.2826086957	1	19.267848868	-0.441149401692	0.441149401692
un	997379	47736	2907	1697	0.631407471764	69	4604	66.7246376812	2	33.9263909074	17.8327250208	17.8327250208
un	997543	47758	1711	1655	0.508318478907	102	3366	33.0	1	29.0086194087	0.965230354657	0.965230354657
un	997805	47762	733	714	0.506565307533	38	1447	38.0789473684	1	19.0197266016	0.499481417319	0.499481417319
un	998128	47781	1556	1399	0.526565143824	78	2955	37.8846153846	1	27.1799558499	2.88815774513	2.88815774513
un	998435	47795	1295	1775	0.421824104235	101	3070	30.396039604	1	27.7037903544	-8.66307450821	8.66307450821
un	998490	47799	666	305	0.685890834192	21	971	46.2380952381	2	15.5804364509	11.5850413157	11.5850413157
un	998720	47825	489	441	0.525806451613	25	930	37.2	1	15.247950682	1.57398200588	1.57398200588
un	998793	47832	727	741	0.495231607629	37	1468	39.6756756757	1	19.1572440607	-0.36539702568	0.36539702568
un	998934	47844	385	378	0.504587155963	18	763	42.3888888889	1	13.8112273169	0.25341701499	0.25341701499
un	999145	47855	1568	1627	0.490766823161	86	3195	37.1511627907	1	28.2621655221	-1.04379828845	1.04379828845
un	999545	47882	1340	1171	0.533651931501	81	2511	31.0	1	25.0549396327	3.37258844917	3.37258844917
un	999656	47890	2048	1973	0.509326038299	97	4021	41.4536082474	1	31.705677725	1.18275345903	1.18275345903
un	999909	47898	4960	5221	0.487182005697	202	10181	50.400990099	2	50.4504707609	-2.58669538721	2.58669538721
un	1000420	47922	1332	1274	0.511128165771	75	2606	34.7466666667	1	25.5244980362	1.1361633815	1.1361633815
un	1000477	47926	545	504	0.519542421354	25	1049	41.96	1	16.1941347407	1.26589041824	1.26589041824
un	1000981	47938	1462	1701	0.462219411951	107	3163	29.5607476636	1	28.1202773813	-4.2496024623	4.2496024623
un	1001343	47972	1253	1351	0.481182795699	75	2604	34.72	1	25.5147016443	-1.92046141409	1.92046141409
un	1001422	47973	1485	1340	0.525663716814	97	2825	29.1237113402	1	26.5753645318	2.72809051831	2.72809051831
un	1001543	47981	1478	1404	0.512838306731	81	2882	35.5802469136	1	26.8421310629	1.37843004765	1.37843004765
un	1001891	47998	1211	1077	0.529283216783	53	2288	43.1698113208	1	23.9165214862	2.80141073352	2.80141073352
un	1002104	48003	639	622	0.506740681998	41	1261	30.756097561	1	17.7552809046	0.478730809481	0.478730809481
un	1002465	48032	1840	1805	0.504801097394	95	3645	38.3684210526	1	30.1869176962	0.5797213275	0.5797213275
un	1002519	48035	1708	1539	0.526024022174	85	3247	38.2	1	28.4912267198	2.96582526372	2.96582526372
un	1002657	48037	190	176	0.51912568306	12	366	30.5	1	9.56556323485	0.731791722885	0.731791722885
un	1003002	48056	1055	366	0.742434904996	19	1421	74.7894736842	2	18.848076825	18.2777268577	18.2777268577
un	1003329	48067	1775	1823	0.493329627571	94	3598	38.2765957447	1	29.9916655089	-0.800222314858	0.800222314858
un	1003392	48074	203	165	0.551630434783	12	368	30.6666666667	1	9.59166304663	1.98088693354	1.98088693354
un	1003733	48081	1678	1600	0.511897498475	79	3278	41.4936708861	1	28.6269104166	1.36235449207	1.36235449207
un	1003826	48083	846	810	0.510869565217	45	1656	36.8	1	20.3469899494	0.884651736929	0.884651736929
un	1003948	48097	5917	3797	0.609120856496	160	9714	60.7125	2	49.2798133113	21.5098217459	21.5098217459
un	1004166	48103	697	688	0.503249097473	35	1385	39.5714285714	1	18.6077940659	0.241834146705	0.241834146705
un	1004281	48104	1024	971	0.51328320802	69	1995	28.9130434783	1	22.3327114341	1.18660020653	1.18660020653
un	1004451	48126	1258	1141	0.524385160484	70	2399	34.2714285714	1	24.4897937925	2.38875020736	2.38875020736
un	1004493	48133	1251	1244	0.501402805611	75	2495	33.2666666667	1	24.9749874875	0.140140210351	0.140140210351
un	1004854	48157	5067	5086	0.499064315966	162	10153	62.6728395062	2	50.381048024	-0.188562969065	0.188562969065
un	1004887	48158	298	322	0.48064516129	30	620	20.6666666667	1	12.449899598	-0.963863194683	0.963863194683
un	1004974	48162	973	933	0.510493179433	70	1906	27.2285714286	1	21.8288799529	0.916217416703	0.916217416703
un	1005266	48168	1717	1683	0.505	89	3400	38.202247191	1	29.1547594742	0.583095189485	0.583095189485
un	1005387	48171	1159	1171	0.497424892704	58	2330	40.1724137931	1	24.1350367723	-0.24860123714	0.24860123714
un	1005463	48185	1298	1223	0.514875049583	62	2521	40.6612903226	1	25.1047804213	1.4937394142	1.4937394142
un	1005742	48201	1392	1394	0.499641062455	78	2786	35.7179487179	1	26.3912864408	-0.0378912942438	0.0378912942438
un	1006076	48209	1175	1186	0.497670478611	56	2361	42.1607142857	1	24.2950612265	-0.22638345912	0.22638345912
un	1006095	48223	1298	1284	0.502711076685	57	2582	45.298245614	1	25.4066920318	0.275517961615	0.275517961615
un	1006240	48231	2019	1824	0.525370804059	86	3843	44.6860465116	1	30.9959674797	3.14557047022	3.14557047022
un	1006624	48247	350	331	0.513950073421	22	681	30.9545454545	1	13.0479883507	0.728081581977	0.728081581977
un	1006663	48249	5841	6154	0.48695289704	185	11995	64.8378378378	2	54.760843675	-2.85788146232	2.85788146232
un	1006912	48267	807	368	0.686808510638	19	1175	61.8421052632	2	17.139136501	12.8069462535	12.8069462535
un	1007538	48313	977	1029	0.48703888335	56	2006	35.8214285714	1	22.3941956766	-1.16101512979	1.16101512979
un	1007773	48328	1151	1166	0.496763055675	107	2317	21.6542056075	1	24.0676130931	-0.31162209443	0.31162209443
un	1008065	48350	588	585	0.501278772379	34	1173	34.5	1	17.1245437895	0.0875935743711	0.0875935743711
un	1008186	48359	593	515	0.535198555957	29	1108	38.2068965517	1	16.6433169771	2.34328289569	2.34328289569
un	1008535	48377	579	552	0.511936339523	32	1131	35.34375	1	16.8151717208	0.802846395158	0.802846395158
un	1008667	48379	1657	1563	0.514596273292	99	3220	32.5252525253	1	28.3725219182	1.6565323356	1.6565323356
un	1009195	48402	5576	4047	0.579445079497	164	9623	58.6768292683	2	49.0484454392	15.5866305885	15.5866305885
un	1009948	48439	1029	1060	0.492580181905	53	2089	39.4150943396	1	22.8527897641	-0.67825417203	0.67825417203
un	1010214	48443	489	664	0.424111014744	51	1153	22.6078431373	1	16.9779268463	-5.15375056047	5.15375056047
un	1010445	48449	392	408	0.49	23	800	34.7826086957	1	14.1421356237	-0.565685424949	0.565685424949
un	1010670	48459	1908	767	0.713271028037	42	2675	63.6904761905	2	25.860201082	22.06092668	22.06092668
un	1010709	48463	1419	1420	0.499823881648	92	2839	30.8586956522	1	26.6411336095	-0.018767970137	0.018767970137
un	1010866	48466	1805	1600	0.530102790015	78	3405	43.6538461538	1	29.1761889218	3.51313875417	3.51313875417
un	1011673	48502	202	237	0.46013667426	14	439	31.3571428571	1	10.4761634199	-1.67045885966	1.67045885966
un	1012542	48529	1006	939	0.517223650386	47	1945	41.3829787234	1	22.0510770712	1.5192001684	1.5192001684
un	1013471	48580	245	177	0.580568720379	30	422	14.0666666667	1	10.2713192921	3.31018820788	3.31018820788
un	1014139	48614	757	743	0.504666666667	83	1500	18.0722891566	1	19.364916731	0.361478445646	0.361478445646
un	1014665	48654	3512	2270	0.607402282947	90	5782	64.2444444444	2	38.0197317192	16.3336239347	16.3336239347
un	1015328	48683	6293	4188	0.60041980727	152	10481	68.9539473684	2	51.1883775871	20.5613080471	20.5613080471
un	1015760	48698	718	743	0.49144421629	38	1461	38.4473684211	1	19.1115148536	-0.654055949816	0.654055949816
un	1015851	48716	1852	1798	0.507397260274	96	3650	38.0208333333	1	30.207614934	0.893814359691	0.893814359691
un	1016404	48767	1760	1889	0.482323924363	102	3649	35.7745098039	1	30.2034766211	-2.13551574904	2.13551574904
un	1016459	48770	749	722	0.50917743032	92	1471	15.9891304348	1	19.1768089108	0.703975310116	0.703975310116
un	1016762	48786	1504	1443	0.510349507974	87	2947	33.8735632184	1	27.1431390963	1.12367253809	1.12367253809
un	1016825	48787	768	789	0.493256262042	40	1557	38.925	1	19.7294196569	-0.532200144889	0.532200144889
un	1016977	48791	874	811	0.518694362018	54	1685	31.2037037037	1	20.5243757518	1.53476044197	1.53476044197
un	1017414	48807	492	440	0.527896995708	27	932	34.5185185185	1	15.2643375225	1.70331663341	1.70331663341
un	1018462	48855	1290	1249	0.5080740449	65	2539	39.0615384615	1	25.1942453747	0.813677873464	0.813677873464
un	1018573	48857	1832	1836	0.49945474373	102	3668	35.9607843137	1	30.2820078595	-0.0660458186684	0.0660458186684
un	1019300	48892	493	514	0.489572989076	29	1007	34.724137931	1	15.8666316526	-0.661766166246	0.661766166246
un	1019373	48894	1556	1491	0.510666229078	94	3047	32.414893617	1	27.59981884	1.17754396101	1.17754396101
un	1019505	48898	962	964	0.4994807892	57	1926	33.7894736842	1	21.9431082575	-0.045572395135	0.045572395135
un	1020358	48941	553	179	0.755464480874	11	732	66.5454545455	2	13.5277492585	13.8234377669	13.8234377669
un	1020417	48944	1874	1760	0.515685195377	103	3634	35.2815533981	1	30.1413337462	1.89109083493	1.89109083493
un	1020495	48946	478	470	0.504219409283	40	948	23.7	1	15.3948043183	0.259827920985	0.259827920985
un	1020605	48952	404	423	0.488512696493	22	827	37.5909090909	1	14.3788038445	-0.6606947353	0.6606947353
un	1021551	48982	656	701	0.483419307296	42	1357	32.3095238095	1	18.4187404564	-1.22158190205	1.22158190205
un	1021940	48994	6416	4682	0.578122184177	144	11098	77.0694444444	2	52.6735227605	16.4598825855	16.4598825855
un	1022039	48995	1031	882	0.538944066911	62	1913	30.8548387097	1	21.8689277286	3.40665993891	3.40665993891
un	1022337	49008	579	602	0.490262489416	38	1181	31.0789473684	1	17.1828402774	-0.669272356276	0.669272356276
un	1023156	49043	184	209	0.468193384224	21	393	18.7142857143	1	9.9121138008	-1.26108318076	1.26108318076
un	1023305	49049	1346	1347	0.499814333457	76	2693	35.4342105263	1	25.9470614907	-0.0192700048204	0.0192700048204
un	1023516	49057	2321	1973	0.540521658128	109	4294	39.3944954128	2	32.7643098508	5.31065665025	5.31065665025
un	1024333	49106	537	604	0.470639789658	41	1141	27.8292682927	1	16.8893457541	-1.9834989755	1.9834989755
un	1024464	49109	2141	2077	0.507586533902	110	4218	38.3454545455	1	32.4730657623	0.985432057271	0.985432057271
un	1024583	49126	1176	1143	0.507115135834	87	2319	26.6551724138	1	24.0779982557	0.685272912839	0.685272912839
un	1024764	49147	156	192	0.448275862069	10	348	34.8	1	9.32737905309	-1.92980256271	1.92980256271
un	1024911	49155	664	690	0.490398818316	39	1354	34.7179487179	1	18.398369493	-0.706584352758	0.706584352758
un	1025057	49160	849	830	0.505658129839	30	1679	55.9666666667	1	20.4878012485	0.463690558335	0.463690558335
un	1025489	49200	324	317	0.505460218409	20	641	32.05	1	12.6589889012	0.276483376937	0.276483376937
un	1025807	49212	369	420	0.467680608365	25	789	31.56	1	14.0445719052	-1.815648079	1.815648079
un	1025903	49216	1629	1728	0.485254691689	95	3357	35.3368421053	1	28.9698118737	-1.70867523116	1.70867523116
un	1026022	49224	3661	1580	0.69853081473	78	5241	67.1923076923	2	36.1973755955	28.7451778722	28.7451778722
un	1026452	49241	213	204	0.510791366906	16	417	26.0625	1	10.2102889283	0.440731896187	0.440731896187
un	1026526	49242	1471	1020	0.590525893216	46	2491	54.152173913	2	24.9549594269	9.03627996913	9.03627996913
un	1027413	49291	1605	1664	0.490975833588	94	3269	34.7765957447	1	28.5875847178	-1.03191648721	1.03191648721
un	1027530	49305	309	298	0.509060955519	16	607	37.9375	1	12.3186849948	0.446476227158	0.446476227158
un	1027976	49325	1920	1774	0.519761775853	94	3694	39.2978723404	1	30.389142798	2.40217371333	2.40217371333
un	1028320	49359	356	294	0.547692307692	15	650	43.3333333333	1	12.747548784	2.43184007571	2.43184007571
un	1028481	49371	876	864	0.503448275862	94	1740	18.5106382979	1	20.8566536146	0.287677980891	0.287677980891
un	1028828	49378	1703	1809	0.484908883827	96	3512	36.5833333333	1	29.6310647801	-1.78866336372	1.78866336372
un	1029010	49405	6328	3585	0.63835367699	171	9913	57.9707602339	2	49.7820248684	27.5501047542	27.5501047542
un	1029164	49417	1850	1859	0.498786734969	85	3709	43.6352941176	1	30.4507799572	-0.147779465956	0.147779465956
un	1029222	49419	1614	1589	0.503902591321	85	3203	37.6823529412	1	28.2975263937	0.441734723598	0.441734723598
un	1029362	49423	202	188	0.517948717949	21	390	18.5714285714	1	9.87420882907	0.708917556959	0.708917556959
un	1029478	49425	1507	1553	0.492483660131	93	3060	32.9032258065	1	27.6586333719	-0.831566754972	0.831566754972
un	1029500	49428	1296	1477	0.467363865849	94	2773	29.5	1	26.3296410914	-3.43719079519	3.43719079519
un	1029663	49439	262	265	0.49715370019	18	527	29.2777777778	1	11.4782402832	-0.130682052561	0.130682052561
un	1029769	49443	1205	1248	0.491235222177	67	2453	36.6119402985	1	24.7638849941	-0.868199800037	0.868199800037
un	1029852	49458	1787	1986	0.473628412404	98	3773	38.5	1	30.7123753559	-3.23973638792	3.23973638792
un	1029899	49469	6435	4404	0.593689454747	136	10839	79.6985294118	2	52.0552591003	19.5081153672	19.5081153672
un	1030426	49484	2302	2273	0.503169398907	101	4575	45.297029703	1	33.8193731462	0.428748337154	0.428748337154
un	1030503	49511	722	536	0.573926868045	59	1258	21.3220338983	1	17.734147851	5.24412003224	5.24412003224
un	1030624	49532	878	869	0.502575844305	67	1747	26.0746268657	1	20.898564544	0.215325793813	0.215325793813
un	1030952	49548	708	706	0.500707213579	37	1414	38.2162162162	1	18.801595677	0.0531869750409	0.0531869750409
un	1031101	49553	983	972	0.502813299233	51	1955	38.3333333333	1	22.1076909694	0.248782200168	0.248782200168
un	1031327	49569	1430	1497	0.488554834301	73	2927	40.095890411	1	27.0508779894	-1.23840712353	1.23840712353
un	1031637	49575	3613	1128	0.762075511495	62	4741	76.4677419355	2	34.4274599702	36.0903767247	36.0903767247
un	1031741	49576	1413	1411	0.500354107649	71	2824	39.7746478873	1	26.5706605112	0.0376354964747	0.0376354964747
un	1031960	49584	1209	1239	0.49387254902	88	2448	27.8181818182	1	24.7386337537	-0.606339062591	0.606339062591
un	1032387	49597	431	417	0.508254716981	18	848	47.1111111111	1	14.5602197786	0.48076197382	0.48076197382
un	1032806	49613	175	145	0.546875	12	320	26.6666666667	1	8.94427191	1.67705098312	1.67705098312
un	1033092	49621	1391	1299	0.517100371747	87	2690	30.9195402299	1	25.9326049598	1.77382874074	1.77382874074
un	1033265	49623	2177	2167	0.501151012891	109	4344	39.8532110092	1	32.9545141066	0.151724282259	0.151724282259
un	1033919	49661	193	212	0.476543209877	11	405	36.8181818182	1	10.0623058987	-0.9441175905	0.9441175905
un	1034351	49681	488	467	0.510994764398	28	955	34.1071428571	1	15.4515371404	0.679544041775	0.679544041775
un	1034416	49687	1934	1615	0.54494223725	93	3549	38.1612903226	1	29.7867420172	5.35473130656	5.35473130656
un	1034634	49700	1633	1675	0.493651753325	83	3308	39.8554216867	1	28.7576076891	-0.730241549542	0.730241549542
un	1035153	49712	190	208	0.477386934673	15	398	26.5333333333	1	9.97496867163	-0.902258472811	0.902258472811
un	1035302	49714	210	208	0.502392344498	17	418	24.5882352941	1	10.2225241501	0.0978231976089	0.0978231976089
un	1035613	49729	1136	1224	0.481355932203	60	2360	39.3333333333	1	24.289915603	-1.8114513331	1.8114513331
un	1035731	49732	50	71	0.413223140496	3	121	40.3333333333	1	5.5	-1.90909090909	1.90909090909
un	1035871	49742	695	758	0.47832071576	47	1453	30.914893617	1	19.0591185525	-1.65275219382	1.65275219382
un	1036086	49765	369	302	0.549925484352	21	671	31.9523809524	1	12.951833847	2.58650631222	2.58650631222
un	1036197	49772	1168	1024	0.532846715328	67	2192	32.7164179104	1	23.4093998214	3.07568756778	3.07568756778
un	1036340	49774	985	1022	0.490782262083	49	2007	40.9591836735	1	22.3997767846	-0.825901087225	0.825901087225
un	1036528	49787	635	668	0.487336914812	34	1303	38.3235294118	1	18.0485456478	-0.914201084231	0.914201084231
un	1036680	49796	945	927	0.504807692308	44	1872	42.5454545455	1	21.6333076528	0.416025147169	0.416025147169
un	1036886	49798	330	306	0.518867924528	17	636	37.4117647059	1	12.6095202129	0.951661902862	0.951661902862
un	1037062	49806	363	350	0.509116409537	20	713	35.65	1	13.3510299228	0.486853826078	0.486853826078
un	1037207	49813	1769	1646	0.518008784773	91	3415	37.5274725275	1	29.2190006674	2.10479477721	2.10479477721
un	1037773	49838	1814	1865	0.493068768687	88	3679	41.8068181818	1	30.3273803682	-0.840824353781	0.840824353781
un	1037898	49846	6889	6554	0.512460016365	212	13443	63.4103773585	1	57.9719759884	2.8893270782	2.8893270782
un	1038213	49851	174	173	0.50144092219	12	347	28.9166666667	1	9.3139680051	0.0536828127095	0.0536828127095
un	1038316	49852	615	687	0.472350230415	39	1302	33.3846153846	1	18.0416185527	-1.99538638371	1.99538638371
un	1038604	49865	246	191	0.562929061785	11	437	39.7272727273	1	10.4522724802	2.63100680279	2.63100680279
un	1038695	49869	1410	1359	0.509209100758	78	2769	35.5	1	26.3106442338	0.969189495071	0.969189495071
un	1039035	49879	1411	397	0.780420353982	64	1808	28.25	2	21.2602916255	23.8472740135	23.8472740135
un	1039104	49884	3229	1429	0.69321597252	70	4658	66.5428571429	2	34.1247710615	26.3738033107	26.3738033107
un	1039233	49891	1846	1885	0.494773519164	92	3731	40.5543478261	1	30.5409561082	-0.638486887278	0.638486887278
un	1039413	49894	558	589	0.486486486486	27	1147	42.4814814815	1	16.9336942219	-0.915334822804	0.915334822804
un	1039525	49906	707	793	0.471333333333	38	1500	39.4736842105	1	19.364916731	-2.22051045183	2.22051045183
un	1039625	49907	1511	1587	0.48773402195	84	3098	36.880952381	1	27.8298401002	-1.36544083125	1.36544083125
un	1040085	49936	725	757	0.489203778677	85	1482	17.4352941176	1	19.2483765549	-0.831238933546	0.831238933546
un	1040188	49938	1163	1148	0.503245348334	55	2311	42.0181818182	1	24.0364306834	0.312026361101	0.312026361101
un	1040251	49939	1079	404	0.727579231288	42	1483	35.3095238095	2	19.254869514	17.5280336102	17.5280336102
un	1040808	49980	6106	3858	0.612806101967	140	9964	71.1714285714	2	49.9099188539	22.5205735816	22.5205735816
un	1040925	49990	1784	1801	0.497629009763	94	3585	38.1382978723	1	29.9374347598	-0.283925462158	0.283925462158
un	1041140	49995	497	536	0.481122942885	32	1033	32.28125	1	16.07015868	-1.21342921301	1.21342921301
un	1041162	50000	1066	476	0.69130998703	25	1542	61.68	1	19.6341539161	15.0248389241	15.0248389241
un	1041817	50029	1783	1901	0.483984799131	98	3684	37.5918367347	1	30.347981811	-1.94411609864	1.94411609864
un	1041959	50040	1591	1633	0.493486352357	99	3224	32.5656565657	1	28.3901391332	-0.73969345136	0.73969345136
un	1043639	50126	310	284	0.521885521886	22	594	27.0	1	12.186057607	1.06679292182	1.06679292182
un	1043728	50129	524	487	0.518298714144	29	1011	34.8620689655	1	15.8981130956	1.16366010789	1.16366010789
un	1043851	50140	1193	1184	0.501893142617	65	2377	36.5692307692	1	24.3772434865	0.184598394092	0.184598394092
un	1043965	50143	140	178	0.440251572327	9	318	35.3333333333	1	8.91627725006	-2.13093418555	2.13093418555
un	1044543	50166	4538	3139	0.59111632148	125	7677	61.416	2	43.8092455995	15.9669492233	15.9669492233
